,original,perturbated_noise3_0,upsampled_perturbated_noise3_0,downsampled_perturbated_noise3_0,perturbated_noise10_0,upsampled_perturbated_noise10_0,downsampled_perturbated_noise10_0,perturbated_noise100_0,upsampled_perturbated_noise100_0,downsampled_perturbated_noise100_0,upsampled_0,downsampled_0,perturbated_noise3_1,upsampled_perturbated_noise3_1,downsampled_perturbated_noise3_1,perturbated_noise10_1,upsampled_perturbated_noise10_1,downsampled_perturbated_noise10_1,perturbated_noise100_1,upsampled_perturbated_noise100_1,downsampled_perturbated_noise100_1,upsampled_1,downsampled_1
64285,0,0,3,,0,3,,0,3,,2,,1,0,,1,0,,1,0,,15,
64286,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64287,0,0,5,,0,5,,0,5,,4,,1,,,1,,,1,,,,
64288,1,1,2,,1,2,,1,2,,10,,0,3,,0,3,,0,3,,2,
64289,0,0,5,,0,5,,0,5,,20,,1,3,,1,3,,1,3,,2,
64290,5,5,0,,5,0,,5,0,,7,,5,,,5,,,5,,,,
64291,3,3,4,,3,4,,3,4,,5,,3,10,,3,10,,3,10,,17,
64292,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
64293,0,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
64294,1,1,3,,1,3,,1,3,,12,,0,,,0,,,0,,,,
64295,0,0,,,0,,,0,,,,,1,9,,1,9,,1,9,,11,
64296,2,2,8,,2,8,,2,8,,4,,2,,,2,,,2,,,,
64297,3,3,2,,3,2,,3,2,,10,,3,,,3,,,3,,,,
64298,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64299,4,4,,,4,,,4,,,,,4,4,,4,4,,4,4,,4,
64300,1,1,3,,1,3,,1,3,,2,,0,0,,0,0,,0,0,,6,
64301,3,3,0,,3,0,,3,0,,76,,3,,,3,,,3,,,,
64302,2,2,3,,2,3,,2,3,,2,,2,,,2,,,2,,,,
64303,7,7,9,,7,9,,7,9,,3,,7,1,,7,1,,7,1,,0,
64304,0,0,0,,0,0,,0,0,,0,,1,0,,1,0,,1,0,,5,
64305,3,3,5,,3,5,,3,5,,4,,3,3,,3,3,,3,3,,8,
64306,1,1,5,,1,5,,1,5,,4,,0,,,0,,,0,,,,
64307,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64308,7,1,1,,1,1,,1,1,,1,,7,0,,7,0,,7,0,,29,
64309,1,1,4,,1,4,,1,4,,17,,0,2,,0,2,,0,2,,1,
64310,2,2,,,2,,,2,,,,,2,5,,2,5,,2,5,,3,
64311,0,0,,,0,,,0,,,,,1,5,,1,5,,1,5,,3,
64312,2,2,9,,2,9,,2,9,,14,,2,3,,2,3,,2,3,,2,
64313,5,5,7,,5,7,,5,7,,9,,5,,,5,,,5,,,,
64314,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64315,0,0,9,,0,9,,0,9,,14,,1,0,,1,0,,1,0,,15,
64316,8,8,0,,8,0,,8,0,,0,,8,,,8,,,8,,,,
64317,3,3,3,,3,3,,3,3,,2,,3,3,,3,3,,3,3,,2,
64318,3,3,1,,3,1,,3,1,,6,,3,0,,3,0,,3,0,,6,
64319,1,1,2,,1,2,,1,2,,3,,0,,,0,,,0,,,,
64320,1,1,3,,1,3,,1,3,,2,,0,3,,0,3,,0,3,,2,
64321,3,3,4,,3,4,,3,4,,5,,3,2,,3,2,,3,2,,1,
64322,2,2,,,2,,,2,,,,,2,5,,2,5,,2,5,,3,
64323,1,1,,,1,,,1,,,,,0,0,,0,0,,0,0,,6,
64324,2,2,1,,2,1,,2,1,,82,,2,3,,2,3,,2,3,,2,
64325,4,3,0,,3,0,,3,0,,0,,4,2,,4,2,,4,2,,1,
64326,3,3,5,,3,5,,3,5,,4,,3,0,,3,0,,3,0,,10,
64327,2,2,3,,2,3,,2,3,,5,,2,4,,2,4,,2,4,,4,
64328,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64329,5,5,0,,5,0,,5,0,,0,,5,,,5,,,5,,,,
64330,2,2,3,,2,3,,2,3,,2,,2,,,2,,,2,,,,
64331,4,3,4,,3,4,,3,4,,2,,4,6,,4,6,,4,6,,9,
64332,0,0,,,0,,,0,,,,,1,5,,1,5,,1,5,,102,
64333,2,2,1,,2,1,,2,1,,1,,2,6,,2,6,,2,6,,9,
64334,4,4,2,,4,2,,4,2,,3,,4,5,,4,5,,4,5,,3,
64335,5,5,0,,5,0,,5,0,,0,,5,,,5,,,5,,,,
64336,9,9,,,9,,,9,,,,,9,0,,9,0,,9,0,,6,
64337,0,0,,,0,,,0,,,,,1,2,,1,2,,1,2,,11,
64338,1,1,,,1,,,1,,,,,0,4,,0,4,,0,4,,4,
64339,4,4,3,,4,3,,4,3,,2,,4,2,,4,2,,4,2,,1,
64340,4,4,,,4,,,4,,,,,4,9,,4,9,,4,9,,14,
64341,3,3,5,,3,5,,3,5,,4,,3,1,,3,1,,3,1,,7,
64342,0,0,4,,0,4,,0,4,,120,,1,,,1,,,1,,,,
64343,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64344,0,0,,,0,,,0,,,,,1,3,,1,3,,1,3,,2,
64345,0,0,0,,0,0,,0,0,,23,,1,9,,1,9,,1,9,,14,
64346,4,4,3,,4,3,,4,3,,17,,4,4,,4,4,,4,4,,4,
64347,5,5,0,,5,0,,5,0,,7,,5,5,,5,5,,5,5,,3,
64348,4,3,4,,3,4,,3,4,,5,,4,7,,4,7,,4,7,,186,
64349,8,8,5,,8,5,,8,5,,31,,8,0,,8,0,,8,0,,10,
64350,1,1,6,,1,6,,1,6,,8,,0,2,,0,2,,0,2,,1,
64351,6,6,4,,6,4,,6,4,,5,,6,7,,6,7,,6,7,,12,
64352,0,0,11,,0,11,,0,11,,13,,1,0,,1,0,,1,0,,6,
64353,5,5,1,,5,1,,5,1,,0,,5,4,,5,4,,5,4,,4,
64354,3,3,9,,3,9,,3,9,,14,,3,2,,3,2,,3,2,,1,
64355,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64356,0,0,3,,0,3,,0,3,,2,,1,0,,1,0,,1,0,,6,
64357,1,1,,,1,,,1,,,,,0,0,,0,0,,0,0,,6,
64358,3,9,,,9,,,9,,,,,9,,,9,,,9,,,,
64359,1,1,1,,1,1,,1,1,,6,,0,,,0,,,0,,,,
64360,0,0,,,0,,,0,,,,,1,8,,1,8,,1,8,,13,
64361,4,4,,,4,,,4,,,,,4,2,,4,2,,4,2,,1,
64362,3,3,7,,3,7,,3,7,,9,,3,0,,3,0,,3,0,,10,
64363,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
64364,2,2,5,,2,5,,2,5,,4,,2,1,,2,1,,2,1,,0,
64365,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
64366,3,3,7,,3,7,,3,7,,9,,3,5,,3,5,,3,5,,3,
64367,0,0,8,,0,8,,0,8,,11,,1,3,,1,3,,1,3,,2,
64368,1,1,1,,1,1,,1,1,,1,,0,1,,0,1,,0,1,,0,
64369,1,1,10,,1,10,,1,10,,16,,0,0,,0,0,,0,0,,6,
64370,0,1,0,,1,0,,1,0,,0,,1,0,,1,0,,1,0,,5,
64371,5,5,0,,5,0,,5,0,,7,,5,,,5,,,5,,,,
64372,6,6,4,,6,4,,6,4,,5,,6,11,,6,11,,6,11,,16,
64373,0,0,2,,0,2,,0,2,,3,,1,0,,1,0,,1,0,,5,
64374,4,4,5,,4,5,,4,5,,4,,4,1,,4,1,,4,1,,0,
64375,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64376,2,2,7,,2,7,,2,7,,9,,2,1,,2,1,,2,1,,7,
64377,2,2,,,2,,,2,,,,,2,1,,2,1,,2,1,,0,
64378,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64379,1,1,8,,1,8,,1,8,,11,,0,6,,0,6,,0,6,,9,
64380,2,2,5,,2,5,,2,5,,4,,2,,,2,,,2,,,,
64381,5,5,0,,5,0,,5,0,,0,,5,2,,5,2,,5,2,,1,
64382,0,0,4,,0,4,,0,4,,5,,1,,,1,,,1,,,,
64383,2,2,2,,2,2,,2,2,,3,,2,7,,2,7,,2,7,,12,
64384,3,3,4,,3,4,,3,4,,13,,3,1,,3,1,,3,1,,0,
64385,2,2,,,2,,,2,,,,,2,3,,2,3,,2,3,,2,
64386,0,0,1,,0,1,,0,1,,1,,1,1,,1,1,,1,1,,0,
64387,4,4,,,4,,,4,,,,,4,1,,4,1,,4,1,,92,
64388,8,8,0,,8,0,,8,0,,0,,8,1,,8,1,,8,1,,7,
64389,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64390,4,4,4,,4,4,,4,4,,13,,4,1,,4,1,,4,1,,7,
64391,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64392,5,5,3,,5,3,,5,3,,2,,5,,,5,,,5,,,,
64393,0,0,,,0,,,0,,,,,1,5,,1,5,,1,5,,3,
64394,2,2,,,2,,,2,,,,,2,1,,2,1,,2,1,,7,
64395,4,4,4,,4,4,,4,4,,5,,4,,,4,,,4,,,,
64396,0,0,,,0,,,0,,,,,1,1,,1,1,,1,1,,0,
64397,0,0,0,,0,0,,0,0,,0,,1,0,,1,0,,1,0,,10,
64398,3,3,2,,3,2,,3,2,,159,,3,2,,3,2,,3,2,,1,
64399,2,2,2,,2,2,,2,2,,3,,2,3,,2,3,,2,3,,152,
64400,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64401,4,4,7,,4,7,,4,7,,9,,4,,,4,,,4,,,,
64402,2,2,4,,2,4,,2,4,,5,,2,8,,2,8,,2,8,,13,
64403,4,4,,,4,,,4,,,,,4,6,,4,6,,4,6,,20,
64404,4,4,5,,4,5,,4,5,,4,,4,,,4,,,4,,,,
64405,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
64406,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
64407,9,9,4,,9,4,,9,4,,5,,9,1,,9,1,,9,1,,7,
64408,3,3,4,,3,4,,3,4,,5,,3,4,,3,4,,3,4,,4,
64409,5,5,0,,5,0,,5,0,,0,,5,0,,5,0,,5,0,,6,
64410,4,4,3,,4,3,,4,3,,2,,4,,,4,,,4,,,,
64411,3,3,,,3,,,3,,,,,3,2,,3,2,,3,2,,1,
64412,0,0,6,,0,6,,0,6,,8,,1,3,,1,3,,1,3,,8,
64413,6,6,,,6,,,6,,,,,6,10,,6,10,,6,10,,17,
64414,0,0,,,0,,,0,,,,,9,3,,9,3,,9,3,,2,
64415,3,3,5,,3,5,,3,5,,4,,3,3,,3,3,,3,3,,8,
64416,2,2,,,2,,,2,,,,,2,4,,2,4,,2,4,,4,
64417,3,3,,,3,,,3,,,,,3,15,,3,15,,3,15,,1,
64418,1,1,4,,1,4,,1,4,,5,,0,4,,0,4,,0,4,,4,
64419,2,2,5,,2,5,,2,5,,4,,2,,,2,,,2,,,,
64420,1,1,6,,1,6,,1,6,,8,,0,3,,0,3,,0,3,,8,
64421,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
64422,2,2,,,2,,,2,,,,,2,3,,2,3,,2,3,,2,
64423,0,0,2,,0,2,,0,2,,3,,1,,,1,,,1,,,,
64424,5,5,0,,5,0,,5,0,,0,,5,,,5,,,5,,,,
64425,0,0,5,,0,5,,0,5,,4,,1,3,,1,3,,1,3,,2,
64426,3,3,3,,3,3,,3,3,,2,,3,,,3,,,3,,,,
64427,1,1,3,,1,3,,1,3,,2,,0,2,,0,2,,0,2,,1,
64428,2,2,0,,2,0,,2,0,,13,,2,,,2,,,2,,,,
64429,1,1,3,,1,3,,1,3,,2,,0,2,,0,2,,0,2,,1,
64430,5,5,0,,5,0,,5,0,,0,,5,3,,5,3,,5,3,,2,
64431,3,3,1,,3,1,,3,1,,1,,3,3,,3,3,,3,3,,2,
64432,0,0,2,,0,2,,0,2,,3,,1,,,1,,,1,,,,
64433,3,3,3,,3,3,,3,3,,2,,3,4,,3,4,,3,4,,4,
64434,1,1,1,,1,1,,1,1,,6,,0,,,0,,,0,,,,
64435,3,3,,,3,,,3,,,,,3,3,,3,3,,3,3,,2,
64436,0,0,2,,0,2,,0,2,,3,,1,,,1,,,1,,,,
64437,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64438,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64439,4,4,9,,4,9,,4,9,,14,,4,0,,4,0,,4,0,,5,
64440,2,2,4,,2,4,,2,4,,5,,2,,,2,,,2,,,,
64441,2,2,3,,2,3,,2,3,,2,,2,1,,2,1,,2,1,,30,
64442,0,0,2,,0,2,,0,2,,10,,1,0,,1,0,,1,0,,7,
64443,1,1,2,,1,2,,1,2,,3,,0,,,0,,,0,,,,
64444,1,1,,,1,,,1,,,,,0,5,,0,5,,0,5,,3,
64445,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64446,0,0,3,,0,3,,0,3,,2,,1,3,,1,3,,1,3,,2,
64447,1,0,,,0,,,0,,,,,1,2,,1,2,,1,2,,1,
64448,0,0,4,,0,4,,0,4,,5,,1,,,1,,,1,,,,
64449,3,3,,,3,,,3,,,,,3,8,,3,8,,3,8,,13,
64450,5,5,4,,5,4,,5,4,,5,,5,5,,5,5,,5,5,,3,
64451,3,3,2,,3,2,,3,2,,3,,3,0,,3,0,,3,0,,6,
64452,1,1,,,1,,,1,,,,,0,2,,0,2,,0,2,,1,
64453,3,3,5,,3,5,,3,5,,4,,3,,,3,,,3,,,,
64454,1,1,5,,1,5,,1,5,,4,,0,,,0,,,0,,,,
64455,4,4,6,,4,6,,4,6,,8,,4,,,4,,,4,,,,
64456,6,6,2,,6,2,,6,2,,3,,6,6,,6,6,,6,6,,9,
64457,4,4,,,4,,,4,,,,,4,4,,4,4,,4,4,,4,
64458,0,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
64459,1,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,0,
64460,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64461,7,7,2,,7,2,,7,2,,10,,7,0,,7,0,,7,0,,10,
64462,2,2,7,,2,7,,2,7,,9,,2,,,2,,,2,,,,
64463,2,2,,,2,,,2,,,,,2,4,,2,4,,2,4,,4,
64464,0,0,2,,0,2,,0,2,,3,,1,3,,1,3,,1,3,,4,
64465,0,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
64466,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64467,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64468,5,5,3,,5,3,,5,3,,12,,5,,,5,,,5,,,,
64469,1,1,1,,1,1,,1,1,,6,,0,1,,0,1,,0,1,,0,
64470,1,1,0,,1,0,,1,0,,7,,0,1,,0,1,,0,1,,0,
64471,3,1,,,1,,,1,,,,,1,7,,1,7,,1,7,,12,
64472,8,8,,,8,,,8,,,,,8,0,,8,0,,8,0,,5,
64473,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64474,1,1,4,,1,4,,1,4,,5,,0,,,0,,,0,,,,
64475,1,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,7,
64476,1,1,3,,1,3,,1,3,,2,,0,3,,0,3,,0,3,,2,
64477,1,1,0,,1,0,,1,0,,0,,0,0,,0,0,,0,0,,10,
64478,1,1,3,,1,3,,1,3,,17,,0,1,,0,1,,0,1,,7,
64479,4,4,0,,4,0,,4,0,,0,,4,,,4,,,4,,,,
64480,5,5,,,5,,,5,,,,,5,4,,5,4,,5,4,,4,
64481,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64482,5,5,,,5,,,5,,,,,5,0,,5,0,,5,0,,6,
64483,3,3,6,,3,6,,3,6,,8,,3,,,3,,,3,,,,
64484,5,5,,,5,,,5,,,,,5,0,,5,0,,5,0,,6,
64485,0,0,9,,0,9,,0,9,,13,,1,,,1,,,1,,,,
64486,1,1,0,,1,0,,1,0,,0,,0,9,,0,9,,0,9,,1,
64487,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64488,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64489,3,3,0,,3,0,,3,0,,7,,3,3,,3,3,,3,3,,2,
64490,0,0,5,,0,5,,0,5,,4,,1,3,,1,3,,1,3,,2,
64491,3,3,4,,3,4,,3,4,,17,,1,,,1,,,1,,,,
64492,0,0,10,,0,10,,0,10,,16,,1,,,1,,,1,,,,
64493,4,4,0,,4,0,,4,0,,0,,4,2,,4,2,,4,2,,11,
64494,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64495,2,2,0,,2,0,,2,0,,7,,2,0,,2,0,,2,0,,0,
64496,3,3,5,,3,5,,3,5,,4,,3,1,,3,1,,3,1,,0,
64497,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64498,2,2,3,,2,3,,2,3,,2,,2,,,2,,,2,,,,
64499,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64500,0,0,,,0,,,0,,,,,1,2,,1,2,,1,2,,11,
64501,4,4,0,,4,0,,4,0,,0,,4,4,,4,4,,4,4,,4,
64502,1,1,0,,1,0,,1,0,,7,,0,3,,0,3,,0,3,,2,
64503,3,3,0,,3,0,,3,0,,164,,3,0,,3,0,,3,0,,5,
64504,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64505,0,0,0,,0,0,,0,0,,0,,1,0,,1,0,,1,0,,10,
64506,4,4,,,4,,,4,,,,,4,2,,4,2,,4,2,,11,
64507,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64508,0,0,6,,0,6,,0,6,,8,,1,11,,1,11,,1,11,,16,
64509,3,3,3,,3,3,,3,3,,2,,3,4,,3,4,,3,4,,4,
64510,0,0,0,,0,0,,0,0,,0,,1,2,,1,2,,1,2,,1,
64511,1,1,5,,1,5,,1,5,,4,,0,,,0,,,0,,,,
64512,3,3,0,,3,0,,3,0,,15,,3,7,,3,7,,3,7,,12,
64513,1,7,,,7,,,7,,,,,0,,,0,,,0,,,,
64514,1,1,1,,1,1,,1,1,,1,,0,1,,0,1,,0,1,,7,
64515,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
64516,3,3,8,,3,8,,3,8,,11,,3,0,,3,0,,3,0,,5,
64517,0,0,3,,0,3,,0,3,,2,,1,1,,1,1,,1,1,,0,
64518,4,9,,,9,,,9,,,,,9,2,,9,2,,9,2,,11,
64519,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64520,1,1,,,1,,,1,,,,,0,8,,0,8,,0,8,,13,
64521,0,0,2,,0,2,,0,2,,3,,1,3,,1,3,,1,3,,2,
64522,1,1,0,,1,0,,1,0,,0,,0,,,0,,,0,,,,
64523,4,4,,,4,,,4,,,,,4,1,,4,1,,4,1,,0,
64524,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
64525,2,2,6,,2,6,,2,6,,8,,2,10,,2,10,,2,10,,17,
64526,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64527,3,3,0,,3,0,,3,0,,7,,3,3,,3,3,,3,3,,8,
64528,3,3,4,,3,4,,3,4,,5,,3,2,,3,2,,3,2,,1,
64529,0,0,5,,0,5,,0,5,,4,,1,,,1,,,1,,,,
64530,2,2,1,,2,1,,2,1,,6,,2,,,2,,,2,,,,
64531,0,0,5,,0,5,,0,5,,4,,1,4,,1,4,,1,4,,4,
64532,0,0,,,0,,,0,,,,,1,3,,1,3,,1,3,,2,
64533,0,0,1,,0,1,,0,1,,1,,1,3,,1,3,,1,3,,8,
64534,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64535,1,1,0,,1,0,,1,0,,7,,0,5,,0,5,,0,5,,3,
64536,7,7,0,,7,0,,7,0,,0,,7,,,7,,,7,,,,
64537,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
64538,4,4,1,,4,1,,4,1,,1,,4,1,,4,1,,4,1,,0,
64539,7,7,0,,7,0,,7,0,,0,,7,,,7,,,7,,,,
64540,3,4,0,,4,0,,4,0,,0,,4,3,,4,3,,4,3,,2,
64541,0,0,1,,0,1,,0,1,,1,,1,5,,1,5,,1,5,,3,
64542,3,4,1,,4,1,,4,1,,6,,4,5,,4,5,,4,5,,3,
64543,5,5,9,,5,9,,5,9,,14,,5,,,5,,,5,,,,
64544,1,1,0,,1,0,,1,0,,0,,0,5,,0,5,,0,5,,3,
64545,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
64546,0,0,1,,0,1,,0,1,,132,,1,6,,1,6,,1,6,,9,
64547,3,3,,,3,,,3,,,,,3,0,,3,0,,3,0,,6,
64548,1,1,1,,1,1,,1,1,,1,,0,3,,0,3,,0,3,,2,
64549,7,7,1,,7,1,,7,1,,6,,7,3,,7,3,,7,3,,2,
64550,1,1,4,,1,4,,1,4,,5,,0,2,,0,2,,0,2,,1,
64551,5,5,2,,5,2,,5,2,,3,,5,3,,5,3,,5,3,,8,
64552,2,2,2,,2,2,,2,2,,3,,2,2,,2,2,,2,2,,1,
64553,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64554,2,2,2,,2,2,,2,2,,10,,2,,,2,,,2,,,,
64555,0,0,,,0,,,0,,,,,1,0,,1,0,,1,0,,10,
64556,4,4,3,,4,3,,4,3,,2,,4,4,,4,4,,4,4,,4,
64557,6,6,0,,6,0,,6,0,,7,,6,3,,6,3,,6,3,,8,
64558,1,1,0,,1,0,,1,0,,0,,0,3,,0,3,,0,3,,2,
64559,0,0,,,0,,,0,,,,,1,9,,1,9,,1,9,,14,
64560,0,0,,,0,,,0,,,,,1,2,,1,2,,1,2,,1,
64561,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64562,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64563,3,4,8,,4,8,,4,8,,11,,4,,,4,,,4,,,,
64564,0,1,3,,1,3,,1,3,,2,,1,,,1,,,1,,,,
64565,6,6,,,6,,,6,,,,,6,1,,6,1,,6,1,,0,
64566,0,0,0,,0,0,,0,0,,0,,1,8,,1,8,,1,8,,13,
64567,0,0,6,,0,6,,0,6,,8,,1,3,,1,3,,1,3,,2,
64568,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64569,3,3,0,,3,0,,3,0,,0,,3,3,,3,3,,3,3,,2,
64570,1,1,4,,1,4,,1,4,,5,,0,5,,0,5,,0,5,,3,
64571,1,1,1,,1,1,,1,1,,1,,0,1,,0,1,,0,1,,0,
64572,3,3,5,,3,5,,3,5,,4,,3,0,,3,0,,3,0,,5,
64573,3,3,0,,3,0,,3,0,,7,,3,,,3,,,3,,,,
64574,0,0,0,,0,0,,0,0,,0,,1,2,,1,2,,1,2,,1,
64575,2,2,1,,2,1,,2,1,,0,,2,0,,2,0,,2,0,,10,
64576,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64577,0,0,,,0,,,0,,,,,1,2,,1,2,,1,2,,11,
64578,7,7,3,,7,3,,7,3,,2,,7,2,,7,2,,7,2,,11,
64579,1,1,0,,1,0,,1,0,,13,,0,1,,0,1,,0,1,,7,
64580,3,0,0,,0,0,,0,0,,0,,7,,,7,,,7,,,,
64581,1,1,4,,1,4,,1,4,,5,,0,,,0,,,0,,,,
64582,1,1,4,,1,4,,1,4,,5,,0,,,0,,,0,,,,
64583,0,0,,,0,,,0,,,,,1,1,,1,1,,1,1,,7,
64584,0,0,2,,0,2,,0,2,,3,,1,2,,1,2,,1,2,,11,
64585,2,2,,,2,,,2,,,,,2,3,,2,3,,2,3,,2,
64586,1,1,0,,1,0,,1,0,,0,,0,7,,0,7,,0,7,,12,
64587,2,2,2,,2,2,,2,2,,3,,2,0,,2,0,,2,0,,5,
64588,4,4,,,4,,,4,,,,,4,0,,4,0,,4,0,,6,
64589,2,2,2,,2,2,,2,2,,3,,2,5,,2,5,,2,5,,3,
64590,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64591,1,1,,,1,,,1,,,,,0,7,,0,7,,0,7,,12,
64592,4,3,2,,3,2,,3,2,,3,,4,13,,4,13,,4,13,,16,
64593,1,1,8,,1,8,,1,8,,11,,0,,,0,,,0,,,,
64594,4,4,4,,4,4,,4,4,,5,,4,,,4,,,4,,,,
64595,3,3,1,,3,1,,3,1,,1,,3,0,,3,0,,3,0,,0,
64596,0,0,3,,0,3,,0,3,,2,,1,,,1,,,1,,,,
64597,3,3,3,,3,3,,3,3,,2,,3,3,,3,3,,3,3,,2,
64598,3,3,3,,3,3,,3,3,,5,,3,3,,3,3,,3,3,,2,
64599,1,1,4,,1,4,,1,4,,5,,0,0,,0,0,,0,0,,10,
64600,3,3,2,,3,2,,3,2,,3,,3,1,,3,1,,3,1,,0,
64601,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64602,0,0,5,,0,5,,0,5,,4,,1,,,1,,,1,,,,
64603,5,5,,,5,,,5,,,,,5,2,,5,2,,5,2,,11,
64604,0,0,3,,0,3,,0,3,,2,,1,0,,1,0,,1,0,,5,
64605,3,3,1,,3,1,,3,1,,6,,3,10,,3,10,,3,10,,17,
64606,0,0,,,0,,,0,,,,,1,4,,1,4,,1,4,,18,
64607,7,2,8,,2,8,,2,8,,11,,9,,,9,,,9,,,,
64608,2,2,0,,2,0,,2,0,,7,,2,6,,2,6,,2,6,,9,
64609,8,8,,,8,,,8,,,,,8,1,,8,1,,8,1,,0,
64610,0,0,1,,0,1,,0,1,,6,,1,0,,1,0,,1,0,,5,
64611,0,0,,,0,,,0,,,,,1,0,,1,0,,1,0,,6,
64612,2,2,3,,2,3,,2,3,,12,,2,4,,2,4,,2,4,,4,
64613,0,0,,,0,,,0,,,,,1,1,,1,1,,1,1,,0,
64614,0,0,,,0,,,0,,,,,1,1,,1,1,,1,1,,0,
64615,8,8,0,,8,0,,8,0,,7,,8,,,8,,,8,,,,
64616,1,1,1,,1,1,,1,1,,1,,1,,,1,,,1,,,,
64617,11,11,,,11,,,11,,,,,11,0,,11,0,,11,0,,6,
64618,8,8,1,,8,1,,8,1,,1,,8,4,,8,4,,8,4,,18,
64619,3,3,5,,3,5,,3,5,,4,,3,5,,3,5,,3,5,,3,
64620,3,3,1,,3,1,,3,1,,6,,3,,,3,,,3,,,,
64621,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64622,3,3,13,,3,13,,3,13,,24,,3,,,3,,,3,,,,
64623,5,5,0,,5,0,,5,0,,0,,5,,,5,,,5,,,,
64624,5,5,,,5,,,5,,,,,5,1,,5,1,,5,1,,0,
64625,5,5,1,,5,1,,5,1,,1,,5,0,,5,0,,5,0,,6,
64626,1,1,,,1,,,1,,,,,0,4,,0,4,,0,4,,4,
64627,2,2,2,,2,2,,2,2,,10,,9,0,,9,0,,9,0,,10,
64628,2,2,9,,2,9,,2,9,,1,,2,,,2,,,2,,,,
64629,3,3,2,,3,2,,3,2,,3,,3,9,,3,9,,3,9,,14,
64630,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64631,1,1,0,,1,0,,1,0,,7,,0,2,,0,2,,0,2,,1,
64632,2,2,4,,2,4,,2,4,,5,,2,,,2,,,2,,,,
64633,1,1,0,,1,0,,1,0,,0,,0,,,0,,,0,,,,
64634,0,0,1,,0,1,,0,1,,6,,1,4,,1,4,,1,4,,4,
64635,0,0,,,0,,,0,,,,,1,11,,1,11,,1,11,,16,
64636,2,2,,,2,,,2,,,,,2,0,,2,0,,2,0,,6,
64637,0,0,4,,0,4,,0,4,,5,,1,5,,1,5,,1,5,,3,
64638,2,2,,,2,,,2,,,,,2,2,,2,2,,2,2,,1,
64639,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
64640,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64641,0,0,,,0,,,0,,,,,1,1,,1,1,,1,1,,0,
